course_name,instructor,old_price,new_price,number_of_students,rating,sections,lectures,duration,category,tags,what_you_learn
5 chìa khóa từ vựng Tiếng Anh đỉnh cao,Bích Nguyên (Jaddy Nguyễn),600.000,499.000,202,4.8,2 phần,17 bài giảng,02 giờ 10 phút,ngoại ngữ,"Tiếng Anh, Từ vựng tiếng anh","Hiểu rõ cách não bộ xử lý thông tin và học tập ngôn ngữ hiệu quả. Cung cấp các phương pháp giúp học viên thuộc từ vựng Tiếng Anh tại lớp. Thành thạo 5 chìa khoá học từ vựng đỉnh cao, nhớ 50 – 100 từ vựng mỗi ngày. Phát triển khả năng tư duy sáng tạo trong Tiếng Anh của học viên. Sở hữu các bí quyết tăng tốc học ngôn ngữ hiệu quả trong thời gian ngắn. Kích hoạt niềm tin và sự hứng thú trong việc học ngôn ngữ"
"TRỞ THÀNH CHUYÊN GIA 3DSMAX NGOẠI THẤT, QUY HOẠCH",Hoàng Tùng Dương,1.700.000,849.000,185,4.9,17 phần,210 bài giảng,26 giờ 02 phút,thiết kế,3DSMax,"Nhanh chóng thành thạo công cụ 3DsMAX và Vray một cách chính xác, thành thạo và ấn tượng. Bạn sẽ biết cách làm ra những bức ảnh phối cảnh cực lớn.. Bạn sẽ học được kỹ năng và tư duy làm ảnh đẹp.. Thành thạo sử dụng Photoshop để xử lý hậu ký đẹp nhất. Bạn sẽ tự tin với mức lương cao nhất trong nghề.. Bạn sẽ tìm được cơ hội tại các công ty lớn."
Thành thạo thiết kế website bất động sản bằng WordPress,Lương Hà Phong,899.000,599.000,71,4.9,7 phần,43 bài giảng,05 giờ 34 phút,thiết kế,"Thiết kế Web, Bất động sản, Marketing cho Bất động sản",Nắm được các kiến thức cơ bản nhất để tự thiết kế một website hoàn chình. Nắm được tư duy thiết kế và các kỹ năng để tạo nên một website bất động sản hiệu quả.. Bạn sẽ biết cách tự mình làm trang web hoàn chỉnh miễn phí. Biết cách tự quản trị website của mình tiếp cận được nhiều khách hàng tiềm năng. Biết cách tối ưu website để tiết kiệm nhất chi phí của bạn. Biết cách bảo mật cơ bản trong WordPress
Giải mã màu sắc và bố cục trong thiết kế,Bùi Thanh Tùng,500.000,299.000,181,4.4,2 phần,21 bài giảng,02 giờ 20 phút,thiết kế,Thiết kế đồ họa,"Nắm vững được kiến thức nền tảng về màu sắc và bố cục. Nắm được tư duy thiết kế màu sắc bố cục, từ đó biết cách phối hợp hoàn hảo trong thiết kế. Biết cách pha trộn màu sắc trong thiết kế. Biết ý nghĩa các màu sắc trong thiết kế ứng dụng. Thiết kế màu sắc theo ngữ cảnh và xu hướng. Tự tin thiết kế các sản phẩm đồ họa với tư duy chuyên nghiệp và kỹ năng thiết kế tốt"
Thiết kế hình ảnh Pro mà không dùng phần mềm,Nguyễn Phan Anh,700.000,399.000,24,5.0,8 phần,27 bài giảng,03 giờ 39 phút,thiết kế,"Thiết kế đồ họa, Chỉnh sửa ảnh, Canva","Có khả năng thực hiện hoàn chỉnh các mẫu thiết kế nhận diện thương hiệu. Sử dụng hình ảnh như một vũ khí làm thương hiệu cá nhân trên Internet. Tạo ra hình ảnh marketing bán hàng thu hút người xem ngay từ giây đầu tiên. Thiết kế hình ảnh cực nhanh mà không cần dùng đến các phần mềm phức tạp. Nắm vững 04 nguyên lý bất biến trong thiết kế hình ảnh để bức ảnh của bạn thêm hấp dẫn. Tự mình thiết kế được mọi loại ấn phẩm liên quan đến thương hiệu, marketing và bán hàng"
"TRỞ THÀNH CHUYÊN GIA PHOTOSHOP KIẾN TRÚC, NỘI THẤT, QUY HOẠCH",Hoàng Tùng Dương,1.250.000,599.000,4708,4.8,12 phần,143 bài giảng,26 giờ 29 phút,thiết kế,Photoshop,"Sử dụng các công cụ thành thạo - chuyên nghiệp.. Các mẹo photoshop hay dùng trong ngành KT - NT -QH.. Sử dụng các plug-in (thêm chức năng) hiệu quả.. Tư duy thiết kế bố cục, màu sắc, cảm xúc và tạo ra bức ảnh đẹp - cảm xúc.. Cách dàn trang - lên ý tưởng - phân tích kiến trúc hợp lý, chính xác và đúng quy trình để làm đồ án điểm cao - đem dự thi.. Tăng tốc độ làm việc với công cụ PTSKT TOOL - Giảng viên viết riêng dành cho học viên.. Cách sử dụng hệ thống thư viện khổng lồ tích hợp trong PTSKT TOOL.. Cách để tự học, tự nâng cao khả năng vẽ đẹp hơn nữa - Bản thân không giới hạn.. Tự tin nhận mức lương cao nhất trong ngành."
Làm chủ thiết kế bảng vẽ kỹ thuật với Autocad 2D,Trịnh Duy Đông,700.000,549.000,67,5.0,4 phần,47 bài giảng,07 giờ 12 phút,thiết kế,"Autocad, Thiết kế đồ họa 2D","Được cung cấp kiến thức và kỹ năng từ cơn bản đến đến nâng cao. Có thể thực hiện được các bảng vẽ theo ý muốn. Được cung cấp các thư viện tạo sẵn dễ dàng sử dụng, chi tiết và đúng chuẩn. Được cung cấp bài tập làm thêm sau mỗi bài học. Được hỗ trợ online khi học việc cần hỗ trợ. Quà tặng kèm là các bảng vẽ trong hồ sơ thiết kế đã hoàn thiện và thi công của GV"
Thiết kế mô hình sản phẩm với Solidwork,Phạm Quốc Huy,500.000,349.000,41,5.0,5 phần,30 bài giảng,06 giờ 49 phút,thiết kế,Solidworks,"Nắm được các công thức, kỹ thuật sử dụng công cụ Solidwork để thiết kế mô hình sản phẩm thành công. Sử dụng thành thạo các thanh công cụ để thiết kế sản phẩm từ cơ bản đến phức tạp.. Biết sử dụng môi trướng lắp ghép và mô phỏng cơ bản.. Biết khắc phục một số lỗi trong thiết kế khi sử dụng phần mềm.. Tự tin với kiến thức, kỹ thuật thiết kế mô hình 2D - 3D hoàn chỉnh để ứng tuyển vào các vị trí thiết kế tại các doanh nghiệp. Cung cấp nguồn bài tập và hỗ trợ sau khóa học."
Dựng Phim Kiến Trúc với Lumion 3D (từ 3DS Max - Sketchup - Revit),Trịnh Duy Đông,700.000,399.000,1245,3.0,12 phần,12 bài giảng,01 giờ 43 phút,thiết kế,"Dựng phim, 3DSMax, Revit, Sketchup","Tạo ra được những đoạn phim kiến trúc sinh động hơn.. Hiểu hơn về thiết kế của mình, thu nhập hứa hẹn sẽ tăng lên trong thời gian ngắn nhất. Học online mọi lúc. Tiết kiệm chi phí. Sử dụng thành thạo các phần mềm như 3DS Max - Sketchup - Revit). Tự tin sáng tạo thiết kế"
Học thiết kế Nhà phố Biệt thự dễ dàng bằng Revit,Phạm Sỹ Hùng,700.000,399.000,4297,4.8,13 phần,84 bài giảng,11 giờ 20 phút,thiết kế,Revit,"Hiểu được về Revit và nắm chắc quy trình thực hiện dự án thực tế với Revit. Có thể tự tay Thiết kế các dự án Nhà ở, Biệt thự với phần mềm Revit từ Kết cấu và Kiến trúc, từ Thiết kế đến ra Bản vẽ Kỹ thuật. Các bạn sinh viên, KTS hay Kỹ sư trẻ có thể tự tin ứng tuyển vào các công ty đang sử dụng Revit. Thu nhập lên đến 1000 đô khi tự tay Thiết kế Thi công các dự án nhà phố hoặc nhận công việc part-time Revit từ cộng đồng nghề của giảng viên. Đủ kỹ năng để tham gia thị trường xuất khẩu lao động lớn như Nhật Bản, nơi rất cần các Kỹ sư biết Revit"
Digital Painting Nhập Môn (Vẽ môi trường),Bùi Duy Khánh,900.000,699.000,201,4.5,4 phần,23 bài giảng,09 giờ 26 phút,thiết kế,Vẽ,"Thành thạo và tự tin khi vẽ trên Photoshop.. Nắm bắt được kiến thức cơ bản về Brush, Texture Brush trong Photoshop.. Nắm bắt được kiến thức thiết yếu trong hội họa/nhiếp ảnh: Composition và Perspective. Bối cảnh và Phối cảnh. Tiếp cận với phương pháp Digital Painting nhanh và hữu hiệu, đang được sử dụng bởi hầu hết các họa sĩ nổi tiếng nhất trên thế giới."
Thiết kế ảnh với photoshop,Hoàng Thái Lễ,700.000,299.000,165,4.7,7 phần,25 bài giảng,03 giờ 46 phút,thiết kế,"Photoshop, Chỉnh sửa ảnh","Có kiến thức bải bản nhất về Photoshop, hiểu rõ về giao diện tổng quan và từng thông số trong Photoshop. Sử dụng tất cả các công cụ cơ bản trong Photoshop và hiểu rõ chức năng của từng công cụ đó. Nắm được một số thủ thuật xử lý hay trong Photoshop để nâng cao hiệu quả công việc. Thực hành thiết kế infographics, poster truyền thông thông qua bài tập thực tế. Thực hành chỉnh sửa hiệu ứng ảnh với Photoshop. Tự tin ứng tuyển vị trí thiết kế tại các doanh nghiệp, công ty hoặc mở dịch vụ thiết kế chuyên nghiệp tự do tại nhà"
Thiết kế và thành thạo Solidworks từ cơ bản đến nâng cao,Trần Thành Chiến,700.000,399.000,4104,4.6,7 phần,37 bài giảng,04 giờ 54 phút,thiết kế,"Thiết kế đồ họa 2D, Thiết kế  đồ họa 3D, Solidworks","Học Solidworks giúp bạn đọc hiểu các bản vẽ kỹ thuật, xây dựng mô hình 3D từ bản vẽ CAD. Biết lắp ghép thành hệ thống chuyển động, tính toán ứng suất và lực tác dụng trong thực tế.. Ứng dụng để làm Đồ án tốt nghiệp, trình bày ý tưởng thiết kế với cấp trên. Hoàn toàn có thể trích xuất ra các định dạng file khác để phục vụ gia công thực tế.. Biết lắp ráp mô hình 3D. Biết thiết kế bề mặt một cách chân thực"
Thiết kế và tạo chuyển động cho nhân vật hoạt hình bằng Photoshop và After Effects,Vũ Tiến Thành,700.000,399.000,91,4.7,8 phần,39 bài giảng,03 giờ 40 phút,thiết kế,"Dựng phim, Làm phim hoạt hình, After Effect","Nhanh chóng nắm được hệ thống các plugin thường sử dụng trong After Effects.. Hệ thống các motion nâng cao với text và shape trong After Effect. Hệ thống chuyển cảnh trong After Effects.. Biết cách tạo các mẫu Lower-Third, tạo hiệu ứng với 3D text và flare.. Thành thạo Masking và chuyển động với Mocha, các hiệu ứng khói lửa.. Biết chỉnh màu film với Colorista, Mojo và Looks.. Tạo nền tảng tư duy và kỹ thuật cơ bản để học viên tiến tới những khóa học hay các dự án chuyên nghiệp hơn"
Dựng hình nhân vật với 3d blender,Khổng Minh Phương,500.000,299.000,152,4.3,2 phần,32 bài giảng,03 giờ 33 phút,thiết kế,"Dựng phim, Dựng hình 3D, Làm phim hoạt hình, Blender","Có kiến thức và sử dụng thành thạo Blender. Tự tạo cho mình những nhân vật 3D theo trí tưởng tượng phong phú của bạn. Tăng cơ hội việc làm trong lĩnh vực thiết kế, game, các phần mềm ứng dụng cho thiết bị di động, quảng cáo, truyền hình, điện ảnh.... Có thể sử dụng các kỹ năng học được để tạo ra những nhân vật tuyệt vời trong bộ phim hoạt hình của riêng mình. Có nền tảng để học các phần mềm nâng cao hơn như AutoCAD, 3DsMAX,.... Được hỗ trợ học tập 24/7, khóa học dành cho bạn học mọi lúc mọi nơi"
32 Tuyệt chiêu thiết kế photoshop,Nguyễn Đức Minh,600.000,459.000,5067,4.3,11 phần,72 bài giảng,08 giờ 25 phút,thiết kế,"Photoshop, Chỉnh sửa ảnh","Nhanh chóng sử dụng thành thạo phần mềm Photoshop thông qua các bài tập và thực hành trong khóa học. Có tư duy và ắm vững kiến thức về màu sắc, bố cục trong thiết kế đồ họa. Có kỹ năng chỉnh sửa Vector thiết kế tạo hiệu ứng của PTS. Hiểu được quy trình thiết kế một sản phẩm hấp dẫn, chuyên nghiệp và ấn tượng với những kỹ thuật chỉnh sửa Photoshop. Hiểu được quy cách thiết kế Poster quảng cáo, Banner, Backdrop, .... Sớm làm quen và ứng dụng hiệu quả tốt nhất vào công việc như in quảng cáo, in poster và Banner web, facebook"
Chuyên đề ánh sáng render 3d,Nguyễn Thanh Tùng,600.000,399.000,89,5.0,3 phần,31 bài giảng,03 giờ 05 phút,thiết kế,"Thiết kế  đồ họa 3D, Vray",Hiểu sâu sắc về ánh sáng trong 3d và trong tự nhiên. Học được cách xử lý ánh sáng chuyên nghiệp. Xây dựng được bộ thư viện ánh sáng riêng cho mình. Tạo ra những tác phẩm có hồn hơn
Chinh phục trên 900 điểm MOS Word 2019 ứng dụng chuyên sâu,Chu Đức Dũng,949.000,299.000,681,5.0,8 phần,55 bài giảng,05 giờ 19 phút,tin học văn phòng,Word,"Có đủ kiến thức và kỹ năng để tự tin thi chứng chỉ MOS điểm cao, luyện tập qua nhiều đề thi. Hoàn thiện khả năng sử dụng Microsoft Word một cách thành thạo. Nội dung luôn được cập nhật mới nhất từ Certiport và Microsoft. Khóa học thiết kế tối ưu, tiết kiệm chi phí mà vẫn đảm bảo hiệu quả, ứng dụng giúp tăng tốc độ làm việc"
Chinh phục 900 điểm MOS Excel 2019 cấp độ Associate,Chu Đức Dũng,949.000,299.000,687,5.0,20 phần,73 bài giảng,06 giờ 51 phút,tin học văn phòng,Excel,"Có đủ kiến thức và kỹ năng để tự tin thi chứng chỉ MOS điểm cao. Hiểu rõ ý nghĩa bộ thuật ngữ Tin học chuẩn quốc tế của Microsoft. Được tư vấn lộ trình học và thi MOS nhanh và tiết kiệm chi phí nhất. Nhận giao diện bài thi độc quyền, kinh nghiệm thi điểm cao từ hàng nghìn học viên khác. Học kỹ năng ứng dụng chuyên nghiệp, hiệu quả trong công việc và học tập. Tăng tốc độ làm việc với Microsoft Office lên tối thiểu 30%"
Thành thạo định dạng và hàm mảng nâng cao trong excel,Nguyễn Thanh Thắng,800.000,399.000,4,5.0,4 phần,20 bài giảng,02 giờ 49 phút,tin học văn phòng,Excel,"Hiểu và biết cách viết hàm mảng, vận dụng trong công việc bằng các file thực hành thực tế đi kèm mỗi bài. Sở hữu những kiến thức nền tảng và có hướng để giải quyết vấn đề trong công việc. Bạn sẽ tự tin xử lý các dữ liệu, nâng cao hiệu suất làm việc. Sử dụng hàm mảng và các công cụ nâng cao trong Excel sẽ giúp bạn tiết kiệm thời gian xử lý công việc"
Tăng Tốc Với Excel: Hành Trình Từ Người Mới Đến Chuyên Nghiệp,Ung Như Huy,599.000,199.000,4,5.0,5 phần,30 bài giảng,02 giờ 49 phút,tin học văn phòng,Excel,"Nắm vững các kỹ năng cơ bản như nhập liệu, định dạng dữ liệu và công thức cơ bản trong Excel. Thành thạo các công cụ và chức năng nâng cao như pivot table, hàm tìm kiếm và thống kê. Thiết kế và tạo các mẫu báo cáo và biểu đồ phức tạp. Áp dụng Excel vào các lĩnh vực khác nhau như tài chính, kế toán, quản lý dự án. Tối ưu hóa hiệu suất làm việc và sử dụng các tính năng mới nhất của Excel. Xử lý và phân tích dữ liệu lớn và phức tạp bằng các công cụ và kỹ thuật tiên tiến trong Excel"
"Xây dựng hệ thống báo cáo quản trị đa tầng, đa chiều",HÀ THÚY QUỲNH,7.999.000,3.999.000,0,,7 phần,79 bài giảng,15 giờ 24 phút,tin học văn phòng,"Báo cáo tài chính, Quản lý tài chính, Quản trị doanh nghiệp","Nhận biết 07 tiêu chí đánh giá BCQT đạt chuẩn. Hiểu quy trình 5 bước xây dựng hệ thống BCQT | 5 bước xây 1 ngôi nhà. Thư viện chỉ tiêu BCQT - KPI đo lường hiệu quả bộ phận phòng ban. Tổ chức nhân sự ghi nhận kiểm soát dữ liệu | Tập kết nguyên vật liệu. Chuẩn hóa, Xử lý dữ liệu bằng hàm và pivotable | Xây móng. Hướng dẫn phân tích nguyên nhân tận rễ vấn đề| Mô hình xương cá. Hướng dẫn Tổ chức họp phòng TCKT báo cáo BOD | Đo lường sức khỏe DN qua Báo cáo BCĐKT và KQKD. Chiến thuật bóc vỏ hành trong phân tích BCQT"
Power BI Mastery: Expert Techniques for Dynamic Dashboards,Phan Tam Anh,1.300.000,899.000,0,,8 phần,40 bài giảng,02 giờ 06 phút,tin học văn phòng,"Kế toán tổng hợp, Power BI","Tìm hiểu các phương pháp thu thập, lưu trữ dữ liệu trên Power BI. Tìm hiểu các cách xây dựng báo cáo hiệu quả, trực quan chuẩn Data StoryTelling. Tìm hiểu các technique phân tích dữ liệu nâng cao (AI, Outlier Detector, Linear, Percentile Line, Clustering Technique,…. Tìm hiểu các câu lệnh DAX ứng dụng trong phân tích dữ liệu"
Chinh phục PL300 (Microsoft Power BI Data Analyst Associate),Phan Tam Anh,1.500.000,999.000,14,,8 phần,99 bài giảng,07 giờ 41 phút,tin học văn phòng,Dữ liệu,"Bạn sẽ biết các phương pháp thu thập, lưu trữ dữ liệu trên Power BI. Bạn sẽ biết được các cách xây dựng báo cáo hiệu quả, trực quan chuẩn Data StoryTelling. Bạn sẽ hiểu các technique phân tích dữ liệu nâng cao (AI, Outlier Detector, Linear, Percentile Line, Clustering Technique,…). Bạn sẽ hiểu các câu lệnh DAX ứng dụng trong phân tích dữ liệu. Sử dụng Power BI Service, tìm hiểu phương pháp bảo mật và chia sẻ, ứng dụng quy mô doanh nghiệp. Sử dụng thành thạo các chức năng, ứng dụng của Power Query trong Transform, process data. Thực hành case study thực tế, khai thác sâu vào nhiều tính năng đặc biệt của PBI.. Chuẩn bị kỹ lương, sát sườn 90% so với đề thi thực tế PL-300, notebook và tips trả lời. (Optional). Các thông tin khác liên quan ngoài chứng chỉ PL-300 & Cách tìm kiếm câu trả lời. (Optional)"
Làm chủ bộ Office 365 MOS,Nguyễn Thanh Phong,399.000,299.000,5,,6 phần,66 bài giảng,05 giờ 49 phút,tin học văn phòng,"Excel, PowerPoint, Word","Nắm bắt kiến thức và làm chủ bộ Office 365 đầy mới mẻ. Tiếp cận những thông tin mới, giao diện trình bày mới lạ hấp dẫn. Trở thành chuyên viên văn phòng sử dụng thuần thục bộ Office. Sử dụng thành thạo các ứng dụng trong bộ Office 365. Mang lại cho bạn nhiều hiệu quả trong công việc"
Tạo ứng dụng quản lý chấm công và giao việc với Google Appsheet,Lê Văn Hòa,1.500.000,1.499.000,25,,5 phần,35 bài giảng,08 giờ 43 phút,tin học văn phòng,Hành chính nhân sự,Tự tạo ứng dụng quản lý chấm công và giao việc. Biết tùy chỉnh giao diện ứng dụng theo nhu cầu. Biết tạo báo cáo từ ứng dụng. Tăng hiệu quả lao đồng và tiết kiệm thời gian và chi phí
Phương pháp ăn dặm kiểu Nhật cho trẻ,Nguyễn Thị Miện,800.000,399.000,100,5.0,3 phần,46 bài giảng,03 giờ 26 phút,hôn nhân và gia đình,"Ăn dặm, Dinh dưỡng cho con","Nắm trọn bí quyết từ phương pháp ăn dặm kiểu Nhật cho trẻ: Ăn dặm kiểu Nhật là gì? Những điều cần biết khi cho con ăn dặm kiểu Nhật. Bước tiến hành khi cho con ăn dặm kiểu Nhật.. 11 Quy tắc bàn ăn khi ăn dặm. Bí quyết chọn thực phẩm ăn dặm cho trẻ. Sở hữu 47 video về cách chế biến, menu theo tuần cho từng giai đoạn, menu 1 món, menu theo loại thực phẩm.. Thực đơn ăn dặm đa dạng, phong phú khiến trẻ trở nên thích thú hơn. Những lưu ý cần biết trong các giai đoạn ăn dặm của trẻ"
Nhận diện trầm cảm sau sinh và cách phòng tránh,Lã Linh Nga,700.000,429.000,11,5.0,8 phần,39 bài giảng,04 giờ 31 phút,hôn nhân và gia đình,"Giảm stress, Trầm cảm sau sinh, Mang Thai","Hiểu được đặc điểm tâm lý của người phụ nữ mang thai và sau sinh.. Hiểu được trầm cảm sau sinh là gì.. Biết cách xác định các dấu hiệu trầm cảm sau sinh.. Biết được nguyên nhân của trầm cảm sau sinh.. Nâng cao nhận thức về các tác hại của trầm cảm sau sinh.. Chế độ dinh dưỡng cần thiết và chăm sóc tâm lý cho mẹ và trẻ sơ sinh.. Nắm được những cách xử trí, điều trị, dự phòng trầm cảm sau sinh.. Các cách giải stress thông dụng.. Tạo điều kiện tốt nhất để người mẹ hoàn thành thiên chức của mình."
Dạy con từ tiềm thức,Lê Yến Hoa,700.000,399.000,121,5.0,4 phần,18 bài giảng,02 giờ 40 phút,hôn nhân và gia đình,Phương pháp dạy con,"Khi tham gia khóa học, bạn và người bạn đời của mình cần học cùng để thực hiện mẫu ngôn ngữ đúng cho con.. Phụ huynh có thể áp dụng mẫu ngôn ngữ đúng với con, bất chấp mọi hoàn cảnh khác tác động vào con, mà vẫn đạt được kết quả hỗ trợ cho con thay đổi tích cực như mong muốn.. Nếu không tham gia khóa học, học viên không bao giờ biết hành vi thái độ của con có nguồn gốc từ LỜI NÓI và THÁI ĐỘ của mình. Khi đó phụ huynh sẽ tìm cách đổ lỗi cho gen tính cách, hoặc môi trường bạn bè, thầy cô giáo... hoặc một yếu tố khác.. Về lâu dài, kiến thức này áp dụng cho mọi lĩnh vực trong cuộc sống khi ta muốn dùng các mẫu ngôn ngữ này để giúp đỡ bất cứ ai có sự thay đổi tốt lên hoặc ảnh hưởng tích cực để sự phát triển của họ. Áp dụng mẫu này lâu dài, con bạn sẽ trưởng thành hạnh phúc và thành công, rất yêu và gắn kết bố mẹ, gia đình.. Ngoài ra con cũng sẽ có gia đình riêng hạnh phúc và biết cách dạy các con của con. Đây mới là tài sản lớn nhất mà cha mẹ để lại cho con cháu: các mẫu ngôn ngữ đầy tình yêu và hiệu quả."
Giáo dục sớm 3-6 tuổi: Để con phát triển ngôn ngữ vượt trội,Lại Thị Hải Lý,900.000,699.000,212,4.5,7 phần,28 bài giảng,04 giờ 34 phút,hôn nhân và gia đình,Nuôi dạy con,"Cha mẹ có phương pháp kích hoạt ngôn ngữ chuẩn mực cho trẻ dưới sự dẫn dắt của chuyên gia uy tín. Ông bà nội - ngoại, vợ - chồng, người giúp việc đều có thể dễ dàng học được để hỗ trợ bạn. Giúp trẻ tự tin trong giao tiếp, phát triển khả năng đọc sớm, khả năng diễn đạt tốt. Phát triển ngôn ngữ là nền tảng để kích hoạt toàn diện não bộ: Khả năng quan sát, ghi nhớ, tập trung, tư duy phản biện, tư duy đa chiều từ sớm,... là tiền đề vững chắc cho sự thành công trong tương lai"
Giáo dục sớm 0-3 tuổi: Để con phát triển ngôn ngữ vượt trội,Lại Thị Hải Lý,900.000,799.000,350,4.8,5 phần,23 bài giảng,02 giờ 55 phút,hôn nhân và gia đình,Nuôi dạy con,"Cha mẹ có phương pháp kích hoạt ngôn ngữ chuẩn mực cho trẻ dưới sự dẫn dắt của chuyên gia uy tín. Ông bà, chồng, người giúp việc có thể dễ dàng học được để hỗ trợ bạn. Giúp trẻ tự tin trong giao tiếp, phát triển khả năng đọc sớm, khả năng diễn đạt tốt. Phát triển ngôn ngữ là nền tảng để kích hoạt toàn diện não bộ: Khả năng quan sát, ghi nhớ, tập trung..., là tiền đề vững chắc cho sự thành công trong tương lai. Giải quyết các vấn đề: chậm nói, nói ngọng, thiếu tự tin trong giao tiếp. Giúp mẹ và bé hiểu và gần nhau hơn"
Bảo vệ con bạn trước những nguy cơ mới trong xã hội,Trung tâm Đào tạo và Phát triển Cộng đồng Đông Nam Á,500.000,222.000,86,5.0,2 phần,17 bài giảng,01 giờ 35 phút,hôn nhân và gia đình,"Nuôi dạy con, Đồng hành cùng con","Thoát hiểm khi bị bắt cóc truyền thống, phòng tránh bắt cóc online.. Tác hại của ma túy & phòng tránh 4 loại ma túy mới.. Biết sử dụng 2 loại bình chữa cháy, thoát hiểm khi gặp cháy nổ.. Nhận biết & phòng tránh xâm hại tình dục.. Tìm hiểu về cơ thể 2 giới, em bé sinh ra từ đâu, phòng tránh các bệnh lây qua đường tình dục.. Nhận biết và cách xử lý khi bị bạo lực học đường."
"Bí quyết nuôi dạy con ngoan, khoẻ và thông tuệ",Đào Duy Văn,599.000,299.000,3677,4.3,8 phần,48 bài giảng,06 giờ 18 phút,hôn nhân và gia đình,"Nuôi dạy con, Đồng hành cùng con, Phương pháp dạy con","Khóa học giúp bạn hiểu con, hiểu việc học, hiểu tương tác, và những nhân tố quan trọng.. Giúp trang bị các kỹ năng, góc nhìn và hiểu biết cần thiết cho ăn, học, vui chơi hiệu quả.. Hiểu, lý giải và làm chủ được các sự kiện tâm lý, hành vi, và từ đó nhận diện sớm giúp đỡ trẻ dựa trên hiểu biết, sự tin tưởng và mối quan hệ bền chặt.. Làm chủ giao tiếp để thấu hiểu chứ không phải giao tiếp để đánh giá, tìm lỗi của nhau.. Cảm xúc tốt, tư duy sắc bén, tư duy sáng tạo: tránh tình huống nóng vội, đáng tiếc do cảm xúc tiêu cực, tình huống hay môi trường chi phối.. Giúp bạn đạt hiểu biết sâu hơn và làm chủ nghệ thuật sống và bạn cũng sẽ làm có thể giúp đỡ anh, chị, em, con, cháu làm chủ kỹ năng, ngoại ngữ và học tập mà không gian nan.. Hiểu đúng về yêu, về cảm xúc và cả nhà cùng vui vẻ làm bạn với nhau."
Yoga cho trái tim khỏe mạnh,Alex Vinh,800.000,599.000,22,5.0,3 phần,21 bài giảng,02 giờ 32 phút,sức khoẻ và làm đẹp,Yoga,"Thực hành được ngay những động tác Yoga căn bản nhất. Hiểu rõ về cơ thể, về bệnh lý của mình. Có ý thức tập luyện và ăn uống, sinh hoạt. Cải thiện sức khỏe tim mạch. Giúp cuộc sống an vui, thư thái. Kéo dài tuổi thọ"
Tập yoga nâng cao thật dễ,Nguyễn Hiếu,600.000,379.000,2828,4.4,3 phần,17 bài giảng,11 giờ 21 phút,sức khoẻ và làm đẹp,Yoga,"Phương pháp luyện tập bằng cả khí - thân - tâm, giúp bạn đánh thức và phục hồi từng tế bào, đánh thức các giác quan. Các bài tập tăng cường sức khỏe, kéo dãn, bôi trơn các khớp xương, cơ bắp, gân, dây chằng, kết nối các bộ phận của cơ thể. Giúp làm êm dịu hệ thần kinh, cải thiện hệ tuần hoàn, giải tỏa căng thẳng, gia tăng tính linh hoạt. Thanh tẩy và gia tăng sức mạnh cho 72 ngàn ống dẫn khí và gia tăng sức mạnh cho các huyệt đạo. Kích thích tuyến nội tiết sản sinh ra hormone trẻ hóa, kéo dài tuổi thọ, đẩy lùi bệnh tật. Nâng cao sức khỏe thể chất, sức khỏe tinh thần, giúp bạn cảm thấy thanh thản, tự tin và bình an trong tâm trí"
Yoga khí công chữa bệnh khớp và cột sống phục hồi sức khỏe,Nguyễn Hiếu,700.000,499.000,2088,4.3,3 phần,11 bài giảng,06 giờ 08 phút,sức khoẻ và làm đẹp,"Yoga, Khí công","Dẫn khí có ý thức tới từng cơ quan quan trọng trong cơ thể, kích hoạt khả năng tự chữa lành của thân thể.. Những bài tập thở cổ xưa nhất giúp hấp thụ tối đa năng lượng, khơi thông 72 ngàn ống dẫn khí. Những bài tập vận động giúp mở toàn bộ 360 các khớp lớn nhỏ, kéo dãn, làm mềm tất cả 600 hệ cơ bắp.. Những bài tập giúp bạn đào thải độc tố, làm sạch mạch máu và các cơ quan nội tạng, dẻo dai xương khớp.. Giúp người tập phòng ngừa và chữa trị bệnh tật tiềm ẩn, đặc biệt là bệnh về khớp và cột sống. Giúp cơ thể dẻo dai, tránh trấn thương, cải thiện chức năng của hệ tiêu hóa, giảm căng thẳng, giúp thư giãn sâu.. Kích thích sản sinh hormone trẻ hoá, duy trì trái tim khỏe mạnh, xương khớp dẻo dai, cột sống đàn hồi, thân hình cân đối, hấp dẫn tràn đầy sinh lực.. Kích thích tuần hoàn máu, làm khỏe thận và tăng hàm lượng oxy đến các khối cơ, gân, mô sụn để nuôi dưỡng cho xương khớp được chắc khoẻ"
Yoga chuẩn gốc cho người mới bắt đầu,Nguyễn Hiếu,800.000,299.000,590,4.9,2 phần,19 bài giảng,09 giờ 38 phút,sức khoẻ và làm đẹp,Yoga,"Chống lão hóa, đẩy lùi bệnh tật, có được tinh thần vui tươi, suy nghĩ tích cực. Ăn ngon miệng, ngủ ngon, khí huyết lưu thông, da dẻ hồng hào và tăng cân một cách tự nhiên. Xây dựng nền móng sức khỏe vững chắc, an toàn, làm nền tảng luyện tập các bài nâng cao. Loại trừ chất béo xấu ra khỏi cơ thể, làm sạch nội tạng, giúp cân bằng vóc dáng chuẩn đẹp.. Thoát khỏi tâm trạng tiêu cực, có được cuộc sống vui vẻ, thoải mái, lạc quan. Vượt qua những trở ngại về sức khỏe và đạt được sự thanh thản tâm hồn"
